ID,Name,play_debut
baird101,Doug Baird,04/17/1915
baisj001,Jeff Baisley,09/09/2008
bajej001,Jeff Bajenaru,09/04/2004
bakea101,Al Baker,08/20/1938
bakeb101,Bill Baker,05/04/1940
bakeb102,Bock Baker,04/28/1901
bakec101,Chuck Baker,04/07/1978
bakec102,Charlie Baker,08/01/1884
baked001,Doug Baker,07/02/1984
baked002,Dusty Baker,09/07/1968
baked101,Dave Baker,09/12/1982
baked102,Del Baker,04/16/1914
baked103,Dave Bakenhaster,06/20/1964
bakee101,Ernie Baker,08/18/1905
bakef101,Frank Baker,08/09/1970
bakef102,Home Run Baker,09/21/1908
bakef103,Floyd Baker,05/04/1943
bakef104,Frank Baker,07/27/1969
bakeg101,Gene Baker,09/20/1953
bakeg102,George Baker,05/24/1883
bakeh101,Howard Baker,08/11/1912
bakej001,Jeff Baker,04/04/2005
bakej002,John Baker,07/09/2008
bakej101,Jesse Baker,04/23/1911
bakej102,Jersey Bakley,05/11/1883
bakej103,Jack Baker,09/11/1976
bakej104,Jesse Baker,09/14/1919
bakek101,Kirtley Baker,05/07/1890
baken101,Norm Baker,05/21/1883
baken102,Neal Baker,06/26/1927
bakep101,Phil Baker,05/01/1883
bakes001,Scott Baker,07/17/1995
bakes002,Scott Baker,05/07/2005
bakes101,Steve Baker,05/25/1978
baket101,Tracy Baker,06/19/1911
baket102,Tom Baker,08/02/1963
baket103,Tom Baker,08/15/1935
bakop001,Paul Bako,04/30/1998
balaj101,John Balaz,09/10/1974
balam101,Mike Balas,04/27/1938
balbs001,Steve Balboni,04/22/1981
balcb101,Bobby Balcena,09/16/1956
baldb101,Billy Baldwin,07/29/1975
baldd101,Dave Baldwin,09/06/1966
baldf101,Frank Baldwin,04/22/1953
baldh101,Harry Baldwin,05/04/1924
baldh102,Henry Baldwin,05/22/1927
baldj001,Jeff Baldwin,05/22/1990
baldj002,James Baldwin,04/30/1995
baldj101,Jack Baldschun,04/28/1961
baldk101,Kid Baldwin,07/27/1884
baldl101,Lady Baldwin,09/30/1884
baldm101,Mark Baldwin,05/02/1887
baldo101,Orson Baldwin,09/06/1908
baldr001,Rocco Baldelli,03/31/2003
baldr101,Rick Baldwin,04/10/1975
baldr102,Reggie Baldwin,05/25/1978
balec001,Collin Balester,07/01/2008
balej001,John Bale,09/30/1999
balel101,Lee Bales,08/07/1966
balem101,Mike Balenti,07/19/1911
balew001,Wladimir Balentien,09/04/2007
balfg001,Grant Balfour,07/22/2001
balla101,Art Ball,08/01/1894
ballj001,Jay Baller,09/19/1982
ballj002,Jeff Ballard,05/09/1987
ballj003,Jeff Ball,06/10/1998
ballj101,Jim Ball,09/21/1907
ballm101,Mark Ballinger,08/06/1971
balln101,Neal Ball,09/11/1907
ballp101,Pelham Ballenger,05/07/1928
ballw101,Win Ballou,08/24/1925
balst101,Tony Balsamo,04/14/1962
bambg101,George Bamberger,04/19/1951
bambh101,Hal Bamberger,09/15/1948
bancd101,Dave Bancroft,04/14/1915
bancs101,Studs Bancker,04/19/1875
banda001,Anthony Banda,07/22/2017
bandc001,Chris Bando,08/13/1981
bandj001,Jett Bandy,09/14/2015
bands101,Sal Bando,09/03/1966
baned101,Dick Baney,07/11/1969
banee101,Eddie Bane,07/04/1973
banij001,Jeff Banister,07/23/1991
bankb001,Brian Banks,09/09/1996
bankb101,Bill Bankston,08/05/1915
bankb102,Bill Yerrick,09/27/1895
bankd101,Dan Bankhead,08/26/1947
banke101,Ernie Banks,09/17/1953
bankg101,George Banks,04/15/1962
bankj001,Josh Banks,09/11/2007
banks001,Scott Bankhead,05/25/1986
bankw001,Willie Banks,07/31/1991
bankw002,Wes Bankston,07/02/2008
banna001,Alan Bannister,07/13/1974
bannb001,Brian Bannister,04/05/2006
bannf001,Floyd Bannister,04/19/1977
bannj101,Jimmy Bannon,06/15/1893
bannj102,Jim Banning,09/27/1888
bannt101,Tom Bannon,05/10/1895
bantb001,Brandon Bantz,06/08/2013
bantj101,Jack Banta,09/18/1947
banum001,Manny Banuelos,07/02/2015
baptt001,Travis Baptist,08/01/1998
barac001,Caleb Baragar,07/25/2020
barar001,Rod Barajas,09/25/1999
barbb001,Bret Barberie,06/16/1991
barbb002,Brian Barber,08/12/1995
barbc101,Charlie Barber,04/17/1884
barbd101,Dave Barbee,07/29/1926
barbf101,Frank Barberich,09/17/1907
barbj001,Johnny Barbato,04/05/2016
barbj101,Jap Barbeau,09/27/1905
barbj102,Jim Barbieri,07/05/1966
barbr101,Red Barbary,05/22/1943
barbs101,Steve Barber,04/09/1970
barbs102,Steve Barber,04/21/1960
barbt101,Turner Barber,08/19/1915
barbw101,Walter Barbare,09/17/1914
barcc101,Curt Barclay,04/21/1957
barcg101,George Barclay,04/17/1902
barcl001,Lorenzo Barcelo,07/22/2000
bardb001,Brian Barden,04/03/2007
bardd001,Daniel Bard,05/13/2009
bardj001,Josh Bard,08/23/2002
bardl001,Luke Bard,03/31/2018
barer101,Ray Bare,07/30/1972
barfc101,Clyde Barfoot,04/13/1922
barfj001,Jesse Barfield,09/03/1981
barfj002,John Barfield,09/07/1989
barfj003,Josh Barfield,04/03/2006
bargc101,Cy Barger,08/30/1906
bargg001,Greg Bargar,07/17/1983
barka001,Andy Barkett,05/28/2001
barka101,Al Barker,06/01/1871
barkb001,Brian Bark,07/06/1995
barkb002,Brian Barkley,05/28/1998
barkg001,Glen Barker,04/07/1999
barkj001,Jeff Barkley,09/16/1984
barkk001,Kevin Barker,08/19/1999
barkl001,Len Barker,09/14/1976
barkr001,Richie Barker,04/25/1999
barkr101,Red Barkley,09/02/1937
barkr102,Ray Barker,09/13/1960
barks001,Sean Barker,06/06/2007
barks101,Sam Barkley,05/01/1884
barlm101,Mike Barlow,06/18/1975
barls001,Scott Barlow,04/30/2018
barlt101,Tom Barlow,05/02/1872
barmb101,Bruce Barmes,09/13/1953
barmc001,Clint Barmes,09/05/2003
barna001,Austin Barnes,05/24/2015
barnb001,Brian Barnes,09/14/1990
barnb002,Brandon Barnes,08/07/2012
barnb101,Billy Barnie,05/07/1874
barnb102,Babe Barna,06/16/1937
barnb103,Bill Barnes,09/27/1884
barnb104,Bob Barnes,07/08/1924
barnc001,Chris Barnwell,06/20/2006
barnc101,Charlie Barnabe,04/14/1927
barnc102,Clyde Barnhart,09/22/1920
barnd001,Darwin Barney,08/12/2010
barnd002,Danny Barnes,08/02/2016
barne101,Eppie Barnes,09/24/1923
barne102,Ed Barnowski,09/08/1965
barne103,Edgar Barnhart,09/23/1924
barne104,Ed Barney,07/22/1915
barnf101,Frank Barnes,04/18/1929
barnf102,Frank Barnes,09/22/1957
barng101,George Barnicle,09/06/1939
barnh101,Honey Barnes,04/20/1926
barnj001,John Barnes,09/16/2000
barnj002,Jacob Barnes,06/03/2016
barnj101,Junie Barnes,09/12/1934
barnj102,Jesse Barnes,07/30/1915
barnl001,Larry Barnes,04/11/2001
barnl101,Les Barnhart,09/22/1928
barnl102,Lute Barnes,08/06/1972
barnm001,Matt Barnes,09/09/2014
barnr101,Rich Barnes,07/18/1982
barnr102,Ross Barnes,05/05/1871
barnr103,Rex Barney,08/18/1943
barnr104,Red Barnes,09/29/1927
barns001,Skeeter Barnes,09/06/1983
barns002,Scott Barnes,05/30/2012
barns101,Sam Barnes,09/14/1921
barnt001,Tucker Barnhart,04/03/2014
barnt002,Tony Barnette,04/05/2016
barnv101,Virgil Barnes,09/25/1919
barnv102,Vic Barnhart,10/01/1944
barod001,Daniel Barone,08/10/2007
barod101,Dick Barone,09/22/1960
baros001,Salome Barojas,04/11/1982
baros002,Steve Baron,09/09/2015
barra001,Aaron Barrett,03/31/2014
barrb101,Bob Barr,06/23/1883
barrb102,Bill Barrett,07/08/1871
barrb103,Bob Barr,09/11/1935
barrb104,Bob Barrett,04/30/1923
barrb105,Bill Barrett,05/13/1921
barrc101,Cuno Barragan,09/01/1961
barrc102,Cuke Barrows,09/18/1909
barrd101,Dick Barrett,06/27/1933
barre101,Ed Barry,08/27/1905
barrf001,Franklin Barreto,06/24/2017
barrf101,Francisco Barrios,08/18/1974
barrf102,Frank Barrows,05/20/1871
barrf103,Frank Barron,08/19/1914
barrf104,Frank Barrett,10/01/1939
barrg101,German Barranca,09/02/1979
barrh101,Hardin Barry,06/21/1912
barrj001,Jeff Barry,06/09/1995
barrj002,Jake Barrett,04/04/2016
barrj003,Jaime Barria,04/11/2018
barrj101,Jim Barr,07/31/1971
barrj102,Jose Barrios,04/23/1982
barrj103,Jimmy Barrett,09/13/1899
barrj104,Jack Barry,07/13/1908
barrj106,Johnny Barrett,04/14/1942
barrk001,Kevin Barry,06/26/2006
barrk002,Kyle Barraclough,08/07/2015
barrm001,Marty Barrett,09/06/1982
barrm002,Manuel Barrios,09/16/1997
barrm003,Michael Barrett,09/19/1998
barrm101,Marty Barrett,06/24/1884
barrr101,Red Barrett,09/15/1937
barrr102,Rich Barry,07/04/1969
barrr103,Red Barron,06/10/1929
barrs101,Shad Barry,05/30/1899
barrs102,Scotty Barr,08/22/1908
barrs103,Steve Barr,10/01/1974
barrt001,Tim Barrett,07/18/1988
barrt002,Tom Barrett,07/02/1988
barrt003,Tony Barron,06/02/1996
barrt004,Tres Barrera,09/14/2019
barrt101,Tom Barry,04/15/1904
barru101,John Barrett,09/18/1872
barry001,Yhonathan Barrios,09/24/2015
bartb001,Brian Barton,04/01/2008
bartb101,Bob Barton,09/17/1965
bartb102,Bill Bartley,09/15/1903
bartb103,Bob Barthelson,07/04/1944
bartb104,Boyd Bartley,05/30/1943
bartc001,Cliff Bartosh,05/15/2004
bartc101,Charlie Bartson,05/14/1890
bartd001,Daric Barton,09/10/2007
bartd101,Dick Bartell,10/02/1927
bartd102,Dave Bartosch,04/28/1945
barth101,Harry Barton,04/15/1905
barti101,Irv Bartling,09/08/1938
bartj001,Jason Bartlett,08/03/2004
bartj002,Jimmy Barthmaier,06/27/2008
bartj003,Joey Bart,08/20/2020
bartj101,John Barthold,05/17/1904
bartk001,Kimera Bartee,04/03/1996
bartl101,Les Bartholomew,04/11/1928
barts001,Shawn Barton,08/06/1992
bartt101,Tony Bartirome,04/19/1952
bartv101,Vince Barton,07/17/1931
barzp001,Philip Barzilla,06/11/2006
basac001,Chris Basak,06/09/2007
basal001,Luis Basabe,08/27/2020
basgm101,Monty Basgall,04/19/1948
basha101,Al Bashang,07/30/1912
basht001,Tyler Bashlor,06/25/2018
bashw101,Walt Bashore,07/14/1936
basie101,Eddie Basinski,05/20/1944
baskj101,Jim Baskette,09/22/1911
bassa001,Anthony Bass,06/13/2011
bassb001,Brian Bass,04/01/2008
bassc001,Chris Bassitt,08/30/2014
bassc101,Charley Bassett,07/22/1884
bassd101,Doc Bass,07/29/1918
bassd102,Dick Bass,09/21/1939
bassj101,John Bass,05/04/1871
bassj102,Johnny Bassler,07/11/1913
bassk001,Kevin Bass,04/09/1982
bassn101,Norm Bass,04/23/1961
bassr101,Randy Bass,09/03/1977
basta001,Antonio Bastardo,06/02/2009
bastc101,Charlie Bastian,08/18/1884
batce101,Emil Batch,09/13/1904
batcj101,Joe Batchelder,09/29/1923
batcr001,Rich Batchelor,09/03/1993
batea001,Aaron Bates,07/06/2009
bateb001,Billy Bates,08/17/1989
bateb101,Bud Bates,09/16/1939
batec101,Charlie Bates,09/22/1927
bated101,Del Bates,05/06/1970
bated102,Dick Bates,04/27/1969
batef101,Frank Bates,10/07/1898
batej001,Jason Bates,04/26/1995
batej101,Johnny Bates,04/12/1906
batej102,John Bateman,04/19/1963
batej103,John Bates,08/25/1889
bater101,Ray Bates,05/31/1913
bathb001,Bill Bathe,04/12/1986
batik001,Kevin Batiste,06/13/1989
batik002,Kim Batiste,09/08/1991
batim001,Miguel Batista,04/11/1992
batir101,Rafael Batista,06/17/1973
batit001,Tony Batista,06/03/1996
batsb101,Bill Batsch,09/09/1916
batta001,Allen Battle,04/26/1995
battc101,Chris Batton,09/19/1976
batte101,Earl Battey,09/10/1955
battg101,George Batten,09/28/1912
batth001,Howard Battle,09/05/1995
battj101,Jim Battle,09/09/1927
battj102,Joe Battin,08/11/1871
battl101,Larry Battam,09/28/1895
battm101,Matt Batts,09/10/1947
bauea101,Al Bauer,09/22/1884
baueh101,Hank Bauer,09/06/1948
bauej001,Jake Bauers,06/07/2018
bauel101,Lou Bauer,08/13/1918
bauer001,Rick Bauer,09/02/2001
bauer101,Russ Bauers,08/20/1936
bauet001,Trevor Bauer,06/28/2012
baugj001,Justin Baughman,05/17/1998
baumb001,Buddy Baumann,07/16/2016
baumf101,Frank Baumholtz,04/15/1947
baumf102,Frank Baumann,07/31/1955
baumg101,George Baumgardner,04/14/1912
baumh101,Harry Baumgartner,09/06/1920
baumj101,John Baumgartner,04/14/1953
baumj102,Jim Baumer,09/14/1949
baump101,Paddy Baumann,08/10/1911
baumr101,Ross Baumgarten,08/16/1978
baums101,Stan Baumgartner,06/26/1914
bausg101,George Bausewine,09/14/1889
bautd001,Danny Bautista,09/15/1993
bautd002,Denny Bautista,05/25/2004
baute101,Ed Bauta,07/06/1960
bautg001,Gerson Bautista,04/17/2018
bautj001,Jose Bautista,04/09/1988
bautj002,Jose Bautista,04/04/2004
bautr001,Rafael Bautista,04/30/2017
baxej101,Jim Baxes,04/11/1959
baxem101,Mike Baxes,04/17/1956
baxtj101,Moose Baxter,04/19/1907
baxtm001,Mike Baxter,09/06/2010
bay-h101,Harry Bay,07/23/1901
bay-j001,Jason Bay,05/23/2003
bayld001,Don Baylor,09/18/1970
bayld101,Dick Bayless,09/09/1908
baylj001,Jonah Bayliss,06/21/2005
baynb101,Bill Bayne,09/20/1919
bazay001,Yorman Bazardo,05/26/2005
beacb001,Brandon Beachy,09/20/2010
beacj101,Jack Beach,05/01/1884
bealb101,Bob Beall,05/12/1975
bealj101,Johnny Beall,04/17/1913
bealt101,Tommy Beals,07/27/1871
bealw101,Walter Beall,09/03/1924
beama101,Alex Beam,05/25/1889
beamc101,Charlie Beamon,09/11/1978
beamc102,Charlie Beamon,09/26/1956
beame101,Ernie Beam,05/02/1895
beamt001,Trey Beamon,08/04/1996
beamt002,T.J. Beam,06/17/2006
beanb001,Billy Beane,09/13/1984
beanb002,Bill Bean,04/25/1987
beanb101,Belve Bean,05/30/1930
beanc001,Colter Bean,04/26/2005
beanj101,Joe Bean,04/28/1902
beard001,Dave Beard,07/16/1980
bearg101,Gary Beare,09/07/1976
bearg102,Gene Bearden,05/10/1947
beark001,Kevin Bearse,04/15/1990
bearl101,Larry Bearnarth,04/16/1963
bearm101,Mike Beard,09/07/1974
bearo101,Ollie Beard,04/17/1889
bearr101,Ralph Beard,06/29/1954
beart101,Ted Beard,09/05/1948
beasc001,Chris Beasley,07/20/1991
beasj001,Jeremy Beasley,08/11/2020
beasl101,Lew Beasley,05/21/1977
beatb001,Blaine Beatty,09/16/1989
beatd101,Desmond Beatty,09/28/1914
beatd102,Dave Beadle,06/17/1884
beate101,Ed Beatin,08/02/1887
beatj001,Jim Beattie,04/25/1978
beatm001,Matt Beaty,04/30/2019
beatp001,Pedro Beato,04/01/2011
beaug101,Ginger Beaumont,04/21/1899
beauj101,Jim Beauchamp,09/22/1963
beavb001,Blake Beavan,07/03/2011
beave101,Edward Beavens,05/09/1871
beazj101,Johnny Beazley,09/28/1941
becab101,Buck Becannon,10/15/1884
bechg101,George Bechtel,05/20/1871
bechs001,Steve Bechler,09/06/2002
beckb101,Beals Becker,04/19/1908
beckb102,Bob Becker,09/06/1897
beckb103,Bill Beckmann,05/02/1939
beckb104,Boom-Boom Beck,09/22/1924
beckc001,Chad Beck,09/13/2011
beckc002,Chris Beck,05/28/2015
beckc101,Clyde Beck,05/19/1926
beckc102,Charlie Becker,08/02/1911
becke101,Erve Beck,09/19/1899
beckf101,Fred Beck,04/14/1909
beckf102,Frank Beck,05/02/1884
beckg001,Gordon Beckham,06/04/2009
beckg101,Glenn Beckert,04/12/1965
beckg102,George Beck,05/15/1914
beckh101,Heinie Beckendorf,04/16/1909
beckh102,Heinz Becker,04/21/1943
beckj001,Joe Beckwith,07/21/1979
beckj002,Josh Beckett,09/04/2001
beckj101,Jim Beckman,07/27/1927
beckj102,Joe Becker,05/10/1936
beckj103,Jake Beckley,06/20/1888
beckm101,Marty Becker,09/08/1915
beckr001,Rod Beck,05/06/1991
beckr002,Rich Becker,09/10/1993
beckr003,Robbie Beckett,09/12/1996
beckr101,Rich Beck,09/14/1965
beckt001,Tim Beckham,09/19/2013
beckz101,Zinn Beck,09/13/1913
becqj101,Julio Becquer,09/13/1955
bedae001,Erik Bedard,04/17/2002
bedeh101,Howie Bedell,04/10/1962
bedfg101,Gene Bedford,06/25/1925
bedgp101,Phil Bedgood,09/20/1922
bedih101,Hugh Bedient,04/26/1912
bedna101,Andy Bednar,09/06/1930
bednd001,David Bednar,09/01/2019
bedrc001,Cam Bedrosian,06/03/2014
bedrs001,Steve Bedrosian,08/14/1981
beebf101,Fred Beebe,04/17/1906
beece101,Ed Beecher,06/28/1887
beece102,Ed Biecher,09/26/1897
beecm001,Matt Beech,08/08/1996
beecr101,Roy Beecher,09/29/1907
beedt001,Tyler Beede,04/10/2018
beekj001,Jalen Beeks,06/07/2018
beeld001,Dallas Beeler,06/28/2014
beelj101,Jodie Beeler,09/21/1944
beena001,Andy Beene,09/22/1983
beenf101,Fred Beene,09/18/1968
beerc101,Clarence Beers,05/02/1948
beggj101,Joe Beggs,04/19/1938
begle101,Ed Bagley,05/03/1884
beglg101,Gene Bagley,09/11/1886
beglj101,Jim Begley,05/28/1924
behap101,Petie Behan,09/16/1921
beher001,Rick Behenna,04/12/1983
behes101,Steve Behel,09/27/1884
behnm101,Mel Behney,08/14/1970
behrh101,Hank Behrman,04/17/1946
beimj001,Joe Beimel,04/08/2001
beirk001,Kevin Beirne,05/17/2000
bejmo101,Ollie Bejma,04/24/1934
belam101,Mark Belanger,08/07/1965
belaw101,Wayne Belardi,04/18/1950
belck001,Kevin Belcher,09/03/1990
belct001,Tim Belcher,09/06/1987
beldi101,Ira Belden,09/17/1897
belfm001,Mike Belfiore,09/27/2013
belib101,Bo Belinsky,04/18/1962
belij001,Jeff Beliveau,07/22/2012
belim001,Matt Belisle,09/07/2003
belir001,Ronald Belisario,04/07/2009
belis001,Stan Belinda,09/08/1989
belit001,Todd Belitz,09/04/2000
belkt001,Tim Belk,06/25/1996
bella001,Andrew Bellatti,05/09/2015
bellb001,Buddy Bell,04/15/1972
bellb101,Bill Bell,09/05/1952
bellb102,Beau Bell,04/16/1935
bellc001,Clay Bellinger,04/09/1999
bellc002,Cody Bellinger,04/25/2017
bellc003,Chad Bell,05/10/2017
bellc101,Charlie Bell,10/13/1889
belld001,Derek Bell,06/28/1991
belld002,David Bell,05/03/1995
belle001,Eric Bell,09/24/1985
belle002,Edwin Bellorin,08/07/2007
bellf101,Frank Bell,07/07/1885
bellf102,Fern Bell,04/17/1939
bellg001,George Bell,04/09/1981
bellg101,George Bell,04/17/1907
bellg102,Gary Bell,06/01/1958
bellg103,Gus Bell,05/30/1950
bellh001,Heath Bell,08/24/2004
bellh101,Hi Bell,04/16/1924
bellj001,Jay Bell,09/29/1986
bellj002,Albert Belle,07/15/1989
bellj003,Juan Bell,09/06/1989
bellj004,Josh Bell,07/01/2010
bellj005,Josh Bell,07/08/2016
bellj101,Jerry Bell,09/06/1971
bellj102,Jack Bellman,04/23/1889
bellk101,Kevin Bell,06/16/1976
belll101,Les Bell,09/17/1923
bellm001,Mike Bell,05/02/1990
bellm002,Mark Bellhorn,06/10/1997
bellm003,Mike Bell,07/20/2000
bellr001,Rafael Belliard,09/06/1982
bellr002,Ronnie Belliard,09/12/1998
bellr003,Rob Bell,04/08/2000
bellr101,Ralph Bell,07/16/1912
bellr102,Rob Belloir,08/02/1975
bellr103,Jack Bell,09/14/1907
bells101,Steve Bellan,05/09/1871
bellt001,Terry Bell,09/03/1986
bellt002,Trevor Bell,08/12/2009
bellz101,Zeke Bella,09/11/1957
belnv001,Vince Belnome,07/03/2014
belod001,Duane Below,07/20/2011
belta001,Adrian Beltre,06/24/1998
beltb001,Brandon Belt,03/31/2011
beltc001,Carlos Beltran,09/14/1998
belte001,Esteban Beltre,09/03/1991
belte002,Engel Beltre,06/26/2013
beltf001,Francis Beltran,06/28/2002
belto001,Omar Beltre,06/30/2010
beltr001,Rigo Beltran,06/02/1997
bemba001,Anthony Bemboom,05/12/2019
bemih101,Harry Bemis,04/23/1902
benaf001,Freddie Benavides,05/14/1991
benam001,Marvin Benard,09/05/1995
bencj101,Johnny Bench,08/28/1967
bendc101,Chief Bender,04/20/1903
benea001,Andy Benes,08/11/1989
benea002,Alan Benes,09/19/1995
benea101,Art Benedict,05/14/1883
beneb001,Bruce Benedict,08/18/1978
benej101,Joe Benes,05/09/1931
bengb101,Benny Bengough,05/18/1923
bengr101,Ray Benge,09/26/1925
benia001,Armando Benitez,07/28/1994
benia002,Andrew Benintendi,08/02/2016
benij001,Juan Beniquez,09/04/1971
beniy001,Yamil Benitez,09/15/1995
benjm001,Mike Benjamin,07/07/1989
benjs101,Stan Benjamin,09/16/1939
benjw001,Wes Benjamin,08/16/2020
bennc101,Charlie Bennett,05/01/1878
bennd101,Dennis Bennett,05/12/1962
bennd102,Dave Bennett,06/12/1964
benne001,Erik Bennett,05/15/1995
bennf101,Fred Bennett,04/13/1928
bennf102,Frank Bennett,09/17/1927
benng001,Gary Bennett,09/24/1995
bennh101,Henry Benn,09/24/1914
bennh102,Herschel Bennett,04/19/1923
benni101,Ike Benners,05/01/1884
bennj001,Joel Bennett,07/15/1998
bennj002,Jeff Bennett,04/06/2004
bennj101,Joe Bennett,07/05/1923
bennp101,Pug Bennett,04/12/1906
benns001,Shayne Bennett,08/22/1997
benoj001,Joaquin Benoit,08/08/2001
bensa101,Allen Benson,08/19/1934
bensj001,Joe Benson,09/06/2011
bensk001,Kris Benson,04/09/1999
bensv101,Vern Benson,07/31/1943
benta101,Al Benton,04/18/1934
bentb001,Butch Benton,09/14/1978
bentc001,Chad Bentz,04/07/2004
bentc101,Cy Bentley,04/26/1872
bentj101,Jack Bentley,09/06/1913
bentl101,Larry Benton,04/19/1923
bentr101,Rabbit Benton,09/13/1922
bentr102,Rube Benton,06/28/1910
bents101,Sid Benton,04/18/1922
benzj101,Joe Benz,08/16/1911
benzt001,Todd Benzinger,06/21/1987
beraj101,Johnny Berardino,04/22/1939
berbj001,Jeff Berblinger,09/07/1997
berbl101,Lou Berberet,09/17/1954
bereb001,Bruce Berenyi,07/05/1980
berej001,Juan Berenguer,08/17/1978
berej002,Jason Bere,05/27/1993
berej003,James Beresford,09/10/2016
berga101,Al Bergman,08/29/1916
berga102,Augie Bergamo,04/25/1944
bergb001,Brandon Berger,09/09/2001
bergb002,Brad Bergesen,04/21/2009
bergb101,Boze Berger,08/17/1932
bergb102,Bill Bergen,05/06/1901
bergc001,Christian Bergman,06/09/2014
bergc101,Clarence Berger,09/23/1914
bergd001,Dave Bergman,08/26/1975
bergd002,Dave Berg,04/02/1998
bergd003,Dusty Bergman,06/09/2004
bergh101,Heinie Berger,05/06/1907
bergj001,Jason Bergmann,08/28/2005
bergj002,Justin Berg,08/13/2009
bergj101,John Bergh,08/05/1876
bergj102,Johnny Berger,04/20/1922
bergj103,Joe Berger,04/11/1913
bergm101,Marty Berghammer,09/08/1911
bergm102,Marty Bergen,04/17/1896
bergm103,Moe Berg,06/27/1923
bergp001,Peter Bergeron,09/07/1999
bergs001,Sean Bergman,07/07/1993
bergt001,Travis Bergen,03/29/2019
bergt101,Tun Berger,05/09/1890
bergw001,William Bergolla,05/09/2005
bergw101,Wally Berger,04/15/1930
berkf101,Frank Berkelbach,07/04/1884
berkj001,Jason Berken,05/26/2009
berkl001,Lance Berkman,07/16/1999
berkn101,Nate Berkenstock,10/30/1871
berlj101,Jack Berly,04/22/1924
bermb101,Bob Berman,06/04/1918
berna001,Adam Bernero,08/01/2000
bernb101,Bill Bernhard,04/24/1899
bernc101,Curt Bernard,09/17/1900
bernc102,Carlos Bernier,04/22/1953
bernd001,Doug Bernier,06/17/2008
bernd101,Dwight Bernard,06/29/1978
bernj101,Juan Bernhardt,07/10/1976
bernj102,Joe Bernard,09/23/1909
bernr001,Roger Bernadina,06/29/2008
bernt001,Tony Bernazard,07/13/1979
bernv101,Victor Bernal,04/06/1977
bernw101,Walter Bernhardt,07/16/1918
beroj101,Johnny Bero,09/26/1948
berra001,Angel Berroa,09/18/2001
berrc101,Claude Berry,04/22/1904
berrc102,Charlie Berry,04/30/1884
berrc103,Charlie Berry,06/15/1925
berrd001,Dale Berra,08/22/1977
berrd002,Damon Berryhill,09/05/1987
berrd101,Dennis Berran,08/11/1912
berrg001,Geronimo Berroa,04/05/1989
berrj001,Jose Berrios,04/27/2016
berrj101,Joe Berry,09/04/1902
berrj102,Joe Berry,09/06/1942
berrj103,Joe Berry,07/18/1921
berrk101,Ken Berry,09/09/1962
berrn101,Neil Berry,04/20/1948
berrq001,Quintin Berry,05/23/2012
berrr101,Ray Berres,04/24/1934
berrs001,Sean Berry,09/17/1990
berrt101,Tom Berry,09/02/1871
berry101,Yogi Berra,09/22/1946
bertd101,Dick Bertell,09/22/1960
bertf101,Frank Bertaina,08/01/1964
berth101,Henry Berthrong,05/05/1871
berth102,Harry Berte,09/17/1903
bertj001,Jon Berti,09/26/2018
bertl101,Lefty Bertrand,04/15/1936
bertm001,Mike Bertotti,07/29/1995
bertr101,Reno Bertoia,09/22/1953
berua001,Andres Berumen,04/27/1995
besaf101,Fred Besana,04/18/1956
bescb101,Bob Bescher,09/05/1908
bessd101,Don Bessent,07/17/1955
bessh101,Herman Besse,04/19/1940
bestk001,Karl Best,08/19/1983
bestu101,William Bestick,06/20/1872
beswj101,Jim Beswick,08/09/1978
betad001,Dellin Betances,09/22/2011
betar001,Rafael Betancourt,07/13/2003
betay001,Yuniesky Betancourt,07/28/2005
betcf101,Frank Betcher,05/21/1910
betew001,Wilson Betemit,09/18/2001
bethb101,Bill Bethea,09/13/1964
bethc001,Christian Bethancourt,09/29/2013
bethj101,Jim Bethke,04/12/1965
bettc001,Chad Bettis,08/01/2013
betth101,Huck Betts,04/26/1920
betth102,Harry Betts,09/22/1903
bettj001,Jeff Bettendorf,04/08/1984
bettl101,Larry Bettencourt,06/02/1928
bettm001,Mookie Betts,06/29/2014
betzb101,Bruno Betzel,09/03/1914
bevah101,Hal Bevan,04/24/1952
bevak001,Kurt Bevacqua,06/22/1971
beveb101,Bill Bevens,05/12/1944
bevej001,Jason Beverlin,07/29/2002
bevib001,Brian Bevil,06/17/1996
bevib101,Ben Beville,05/24/1901
bevil101,Lou Bevil,09/02/1942
bevim101,Monte Beville,04/24/1903
biagj001,Joe Biagini,04/08/2016
