Link,Name,From-Team,From-Franchise,# Transactions,# Players Traded Away,# Players Traded For,# Players Total,First Year,Last Year,Year Span,Ongoing,Comp Picks,total_WAR_out,total_WAR_in,WAR_total,total_G_out,total_G_in,G_total,total_PA_out,total_PA_in,PA_total,total_IP_out,total_IP_in,IP_total,total_salary_out,total_salary_in,salary_total
<a href=/player/moram002>moram002</a>,Melvin Mora,New York Mets,METS,1,4,1,5,2000,2000,0,No,0,28.33,0.16,-28.17,1330,56,-1274,5573,211,-5362,33.0,0.0,-33.0,210000.0,0.0,-210000.0
<a href=/player/morap101>morap101</a>,Pat Moran,Boston Braves,BRAVES,1,1,2,3,1905,1909,4,No,0,3.49,2.44,-1.05,262,144,-118,905,239,-666,0.0,1361.0,1361.0,0.0,0.0,0.0
<a href=/player/mordm001>mordm001</a>,Mike Mordecai,Montreal Expos,NATEX,2,6,6,12,2002,2005,3,No,0,7.25,0.27,-6.98,492,319,-173,648,239,-409,1719.0,1333.0,-386.0,4812500.0,0.0,-4812500.0
<a href=/player/mored001>mored001</a>,Diego Moreno,Pittsburgh Pirates,PIRATS,1,2,2,4,2012,2013,1,No,0,0.0,3.95,3.95,4,119,115,0,138,138,31.0,1180.0,1149.0,0.0,0.0,0.0
<a href=/player/morej001>morej001</a>,Juan Moreno,Texas Rangers,RNGRS,1,1,1,2,2002,2002,0,No,0,-0.14,0.0,0.14,8,0,-8,0,0,0,18.0,0.0,-18.0,0.0,0.0,0.0
<a href=/player/morej101>morej101</a>,Jose Moreno,Philadelphia Phillies,PHILS,1,2,1,3,1979,1981,2,No,0,1.99,1.3,-0.69,173,122,-51,601,132,-469,0.0,1086.0,1086.0,0.0,0.0,0.0
<a href=/player/morej101>morej101</a>,Jose Moreno,New York Mets,METS,1,2,1,3,1980,1982,2,No,0,-0.04,-2.0,-1.96,34,82,48,50,50,0,0.0,501.0,501.0,0.0,0.0,0.0
<a href=/player/morek001>morek001</a>,Keith Moreland,Philadelphia Phillies,PHILS,3,8,5,13,1981,1988,7,No,0,16.51,17.82,1.31,2071,1049,-1022,4347,608,-3739,6629.0,2308.0,-4321.0,0.0,0.0,0.0
<a href=/player/morek001>morek001</a>,Keith Moreland,Chicago Cubs,CUBS,2,3,4,7,1988,1989,1,No,0,-1.95,-0.22,1.73,155,94,-61,562,6,-556,188.0,131.0,-57.0,0.0,0.0,0.0
<a href=/player/morek001>morek001</a>,Keith Moreland,San Diego Padres,PADRS,2,4,3,7,1988,1990,2,No,0,-0.11,0.47,0.58,120,230,110,406,663,257,249.0,443.0,194.0,2283333.0,0.0,-2283333.0
<a href=/player/morek001>morek001</a>,Keith Moreland,Detroit Tigers,TIGRS,1,1,1,2,1989,1990,1,No,0,-0.74,0.82,1.56,33,18,-15,111,0,-111,0.0,283.0,283.0,1483333.0,0.0,-1483333.0
<a href=/player/morel101>morel101</a>,Lew Moren,Philadelphia Phillies,PHILS,12,24,28,52,1910,1931,21,No,0,100.95,91.27,-9.68,4848,5202,354,15981,18765,2784,10753.0,6282.0,-4471.0,25000.0,0.0,-25000.0
<a href=/player/morem001>morem001</a>,Mitch Moreland,Boston Red Sox,RSOX,1,1,2,3,2020,2020,0,Yes,0,0.02,0.0,-0.02,20,0,-20,73,0,-73,0.0,0.0,0.0,2500000.0,0.0,-2500000.0
<a href=/player/moreo001>moreo001</a>,Omar Moreno,Houston Astros,ASTROS,3,3,4,7,1983,1990,7,No,0,1.5,10.94,9.44,518,992,474,1458,3853,2395,0.0,0.0,0.0,700000.0,0.0,-700000.0
<a href=/player/morer101>morer101</a>,Roger Moret,Boston Red Sox,RSOX,1,1,1,2,1975,1977,2,No,0,0.13,-0.17,-0.3,54,45,-9,26,0,-26,232.0,154.0,-78.0,30000.0,0.0,-30000.0
<a href=/player/morer101>morer101</a>,Roger Moret,Atlanta Braves,BRAVES,3,8,3,11,1976,1983,7,No,0,3.71,6.12,2.41,495,566,71,1015,2078,1063,923.0,87.0,-836.0,33500.0,0.0,-33500.0
<a href=/player/morer102>morer102</a>,Ray Morehart,Chicago White Sox,WSOX,1,2,1,3,1927,1928,1,No,0,-0.49,2.12,2.61,240,145,-95,730,550,-180,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/mores101>mores101</a>,Seth Morehead,Philadelphia Phillies,PHILS,2,3,3,6,1959,1962,3,No,0,0.29,0.05,-0.24,209,84,-125,180,12,-168,468.0,231.0,-237.0,0.0,0.0,0.0
<a href=/player/mores101>mores101</a>,Seth Morehead,Chicago Cubs,CUBS,7,13,11,24,1961,1977,16,No,0,12.22,41.5,29.28,942,3000,2058,716,8425,7709,3637.0,5246.0,1609.0,122500.0,0.0,-122500.0
<a href=/player/morgb102>morgb102</a>,Bobby Morgan,Brooklyn Dodgers,DOGRS,1,1,2,3,1954,1954,0,No,0,4.71,0.0,-4.71,281,0,-281,1133,0,-1133,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/morgb102>morgb102</a>,Bobby Morgan,Philadelphia Phillies,PHILS,7,11,11,22,1956,1984,28,No,0,31.81,59.85,28.04,1931,3646,1715,6995,9141,2146,0.0,2963.0,2963.0,0.0,0.0,0.0
<a href=/player/morgb102>morgb102</a>,Bobby Morgan,St. Louis Cardinals,CARDS,3,7,6,13,1956,1963,7,No,0,8.24,1.4,-6.84,1198,700,-498,4161,1883,-2278,89.0,111.0,22.0,0.0,0.0,0.0
<a href=/player/morgc102>morgc102</a>,Cy Morgan,St.Louis Browns,ORLS,3,4,4,8,1905,1907,2,No,0,-1.04,4.18,5.22,52,223,171,153,810,657,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/morgc103>morgc103</a>,Chet Morgan,Detroit Tigers,TIGRS,1,3,2,5,1938,1946,8,No,0,-0.33,15.76,16.09,102,1005,903,69,3681,3612,596.0,671.0,75.0,19500.0,0.0,-19500.0
<a href=/player/morge101>morge101</a>,Eddie Morgan,St. Louis Cardinals,CARDS,1,1,1,2,1936,1936,0,No,0,-0.28,-0.49,-0.21,31,40,9,59,18,-41,0.0,173.0,173.0,0.0,0.0,0.0
<a href=/player/morge101>morge101</a>,Eddie Morgan,Brooklyn Dodgers,DOGRS,4,9,6,15,1938,1947,9,No,0,-0.39,36.06,36.45,76,1426,1350,39,5780,5741,380.0,123.0,-257.0,0.0,0.0,0.0
<a href=/player/morgj001>morgj001</a>,Joe Morgan,Houston Astros,ASTROS,8,15,14,29,1971,1989,18,No,0,76.39,55.08,-21.31,4763,4769,6,15346,14810,-536,3810.0,5622.0,1812.0,705000.0,0.0,-705000.0
<a href=/player/morgj001>morgj001</a>,Joe Morgan,San Francisco Giants,GIANTS,8,15,20,35,1982,1998,16,No,2,28.69,49.55,20.86,1722,3178,1456,1946,4612,2666,4662.0,9275.0,4613.0,10379278.0,0.0,-10379278.0
<a href=/player/morgj101>morgj101</a>,Joe Morgan,Milwaukee Braves,BRAVES,3,4,4,8,1960,1961,1,No,0,2.41,-0.26,-2.67,525,106,-419,1975,157,-1818,0.0,122.0,122.0,0.0,0.0,0.0
<a href=/player/morgj101>morgj101</a>,Joe Morgan,Cleveland Indians,INDINS,1,3,1,4,1961,1962,1,No,0,0.0,0.7,0.7,3,41,38,3,74,71,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/morgk001>morgk001</a>,Kevin Morgan,Detroit Tigers,TIGRS,1,1,1,2,1994,1994,0,No,0,-0.02,0.0,0.02,1,0,-1,1,0,-1,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/morgm001>morgm001</a>,Mike Morgan,Oakland Athletics,ATLTCS,1,1,1,2,1980,1982,2,No,0,1.96,-0.89,-2.85,30,167,137,0,427,427,451.0,0.0,-451.0,0.0,0.0,0.0
<a href=/player/morgm001>morgm001</a>,Mike Morgan,New York Yankees,YANKS,1,4,2,6,1982,1985,3,No,0,24.16,-0.71,-24.87,840,62,-778,3265,0,-3265,136.0,360.0,224.0,650000.0,0.0,-650000.0
<a href=/player/morgm001>morgm001</a>,Mike Morgan,Seattle Mariners,MARNRS,1,1,1,2,1987,1987,0,No,0,-0.34,0.0,0.34,22,0,-22,0,0,0,214.0,0.0,-214.0,185000.0,0.0,-185000.0
<a href=/player/morgm001>morgm001</a>,Mike Morgan,Baltimore Orioles,ORLS,1,1,1,2,1989,1994,5,No,0,8.5,13.3,4.8,214,751,537,205,3122,2917,1800.0,0.0,-1800.0,0.0,0.0,0.0
<a href=/player/morgm001>morgm001</a>,Mike Morgan,Chicago Cubs,CUBS,1,3,2,5,1995,1995,0,No,0,0.22,-1.32,-1.54,70,79,9,79,325,246,629.0,0.0,-629.0,0.0,0.0,0.0
<a href=/player/morgm001>morgm001</a>,Mike Morgan,Minnesota Twins,TWINS,3,4,5,9,1998,2006,8,No,0,2.45,7.1,4.65,298,208,-90,106,24,-82,1216.0,2925.0,1709.0,9550000.0,0.0,-9550000.0
<a href=/player/morgn001>morgn001</a>,Nyjer Morgan,Pittsburgh Pirates,PIRATS,4,7,9,16,2009,2020,11,Yes,0,14.34,15.86,1.52,1433,1357,-76,3037,658,-2379,1099.0,1818.0,719.0,4920000.0,0.0,-4920000.0
<a href=/player/morgn001>morgn001</a>,Nyjer Morgan,Washington Nationals,NATEX,1,1,2,3,2011,2011,0,No,0,2.79,0.0,-2.79,241,0,-241,751,0,-751,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/morgt101>morgt101</a>,Tom Morgan,New York Yankees,YANKS,6,15,13,28,1957,1970,13,No,0,5.72,32.98,27.26,1633,2423,790,4235,5558,1323,2553.0,4978.0,2425.0,115500.0,0.0,-115500.0
<a href=/player/morgt101>morgt101</a>,Tom Morgan,Kansas City Athletics,ATLTCS,31,62,61,123,1957,1976,19,No,0,95.85,56.38,-39.47,9593,6643,-2950,23097,19018,-4079,12004.0,6179.0,-5825.0,476100.0,0.0,-476100.0
<a href=/player/morgt101>morgt101</a>,Tom Morgan,Detroit Tigers,TIGRS,2,3,3,6,1960,1961,1,No,0,2.45,0.7,-1.75,227,142,-85,90,74,-16,805.0,344.0,-461.0,0.0,0.0,0.0
<a href=/player/morma001>morma001</a>,Alvin Morman,Houston Astros,ASTROS,1,1,1,2,1997,2001,4,No,0,-0.21,1.48,1.69,73,181,108,1,3,2,121.0,325.0,204.0,0.0,0.0,0.0
<a href=/player/morma001>morma001</a>,Alvin Morman,Cleveland Indians,INDINS,7,12,14,26,1998,2011,13,No,0,4.4,12.56,8.16,1064,1445,381,2423,3925,1502,442.0,1477.0,1035.0,9756200.0,0.0,-9756200.0
<a href=/player/mornj001>mornj001</a>,Justin Morneau,Minnesota Twins,TWINS,2,2,3,5,2013,2014,1,No,0,0.01,0.0,-0.01,27,32,5,92,123,31,4.0,40.0,36.0,0.0,0.0,0.0
<a href=/player/morod101>morod101</a>,Dan Morogiello,Atlanta Braves,BRAVES,1,1,1,2,1982,1985,3,No,0,0.0,1.73,1.73,0,212,212,0,13,13,0.0,482.0,482.0,0.0,0.0,0.0
<a href=/player/moroj001>moroj001</a>,Jeff Moronko,Cleveland Indians,INDINS,1,1,1,2,1985,1987,2,No,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/morom001>morom001</a>,Max Moroff,Pittsburgh Pirates,PIRATS,1,2,3,5,2018,2021,3,Yes,0,1.8,0.18,-1.62,170,174,4,509,578,69,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/morra001>morra001</a>,Akeel Morris,New York Mets,METS,1,1,2,3,2016,2016,0,No,0,0.3,0.78,0.48,16,82,66,0,201,201,22.0,0.0,-22.0,0.0,0.0,0.0
<a href=/player/morra001>morra001</a>,Akeel Morris,Atlanta Braves,BRAVES,1,1,1,2,2018,2018,0,No,0,-0.05,0.0,0.05,10,0,-10,0,0,0,42.0,0.0,-42.0,0.0,0.0,0.0
<a href=/player/morra002>morra002</a>,A.J. Morris,Washington Nationals,NATEX,1,3,1,4,2011,2012,1,No,0,0.0,1.64,1.64,0,148,148,0,40,40,0.0,531.0,531.0,0.0,0.0,0.0
<a href=/player/morrb001>morrb001</a>,Brandon Morrow,Seattle Mariners,MARNRS,2,2,4,6,2009,2012,3,No,0,5.47,0.98,-4.49,395,193,-202,14,0,-14,2048.0,555.0,-1493.0,5425000.0,0.0,-5425000.0
<a href=/player/morrb002>morrb002</a>,Bryan Morris,Los Angeles Dodgers,DOGRS,1,2,1,3,2008,2010,2,No,0,0.68,6.26,5.58,458,223,-235,1050,892,-158,281.0,0.0,-281.0,392500.0,0.0,-392500.0
<a href=/player/morrb002>morrb002</a>,Bryan Morris,Pittsburgh Pirates,PIRATS,1,1,1,2,2014,2014,0,No,0,2.59,0.0,-2.59,253,0,-253,1,0,-1,364.0,0.0,-364.0,511500.0,0.0,-511500.0
<a href=/player/morrb103>morrb103</a>,Bugs Bennett,Tulsa,Tulsa,1,1,1,2,1921,1921,0,No,0,-0.35,0.0,0.35,6,0,-6,1,0,-1,17.0,0.0,-17.0,0.0,0.0,0.0
<a href=/player/morrh001>morrh001</a>,Hal Morris,New York Yankees,YANKS,2,4,3,7,1989,1992,3,No,0,13.18,0.48,-12.7,1091,78,-1013,3762,0,-3762,640.0,1277.0,637.0,2175000.0,0.0,-2175000.0
<a href=/player/morrj002>morrj002</a>,Jim Morrison,Philadelphia Phillies,PHILS,1,1,1,2,1979,1979,0,No,0,4.69,-0.11,-4.8,370,8,-362,1430,0,-1430,0.0,13.0,13.0,0.0,0.0,0.0
<a href=/player/morrj002>morrj002</a>,Jim Morrison,Chicago White Sox,WSOX,1,1,1,2,1982,1982,0,No,0,8.2,-0.05,-8.25,552,6,-546,1833,0,-1833,0.0,22.0,22.0,0.0,0.0,0.0
<a href=/player/morrj002>morrj002</a>,Jim Morrison,Pittsburgh Pirates,PIRATS,5,5,7,12,1987,1993,6,No,0,1.03,3.46,2.43,777,318,-459,2768,983,-1785,0.0,77.0,77.0,1442500.0,0.0,-1442500.0
<a href=/player/morrj003>morrj003</a>,John Morris,Kansas City Royals,ROYALS,1,1,1,2,1985,1987,2,No,0,0.07,3.36,3.29,274,302,28,462,1263,801,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/morrj106>morrj106</a>,John Morris,Philadelphia Phillies,PHILS,1,1,1,2,1967,1968,1,No,0,0.06,1.58,1.52,38,160,122,6,20,14,95.0,396.0,301.0,0.0,0.0,0.0
<a href=/player/morrj106>morrj106</a>,John Morris,Milwaukee Brewers,BREWRS,4,8,9,17,1971,1978,7,No,0,7.01,0.21,-6.8,608,258,-350,1535,355,-1180,624.0,2009.0,1385.0,168301.0,0.0,-168301.0
<a href=/player/morrl001>morrl001</a>,Logan Morrison,Miami Marlins,MARLNS,4,9,7,16,2013,2019,6,No,0,13.58,1.36,-12.22,785,446,-339,1476,128,-1348,2851.0,1546.0,-1305.0,1041500.0,0.0,-1041500.0
<a href=/player/morrl001>morrl001</a>,Logan Morrison,Seattle Mariners,MARNRS,4,7,6,13,2015,2017,2,Yes,0,9.3,3.09,-6.21,1092,200,-892,3957,584,-3373,347.0,283.0,-64.0,10679600.0,0.0,-10679600.0
<a href=/player/morrm001>morrm001</a>,Matt Morris,San Francisco Giants,GIANTS,1,1,2,3,2007,2008,1,No,0,-1.2,0.22,1.42,32,63,31,31,181,150,253.0,0.0,-253.0,10037283.0,0.0,-10037283.0
<a href=/player/morrw001>morrw001</a>,Warren Morris,Texas Rangers,RNGRS,6,10,9,19,1998,2015,17,No,0,5.51,25.74,20.23,761,2021,1260,2144,8331,6187,1539.0,1259.0,-280.0,19651100.0,0.0,-19651100.0
<a href=/player/morrw001>morrw001</a>,Warren Morris,Minnesota Twins,TWINS,1,1,1,2,2002,2002,0,No,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,275000.0,0.0,-275000.0
<a href=/player/morsm001>morsm001</a>,Michael Morse,Chicago White Sox,WSOX,4,9,8,17,2004,2013,9,No,0,26.28,24.52,-1.76,2038,506,-1532,7101,844,-6257,1892.0,4790.0,2898.0,12920000.0,0.0,-12920000.0
<a href=/player/morsm001>morsm001</a>,Michael Morse,Seattle Mariners,MARNRS,1,1,1,2,2009,2011,2,No,0,5.58,0.86,-4.72,378,117,-261,1353,318,-1035,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/morsm001>morsm001</a>,Michael Morse,Washington Nationals,NATEX,4,8,7,15,2013,2020,7,Yes,0,3.23,12.15,8.92,436,987,551,372,153,-219,1207.0,2502.0,1295.0,8731616.0,0.0,-8731616.0
<a href=/player/morsm001>morsm001</a>,Michael Morse,Seattle Mariners,MARNRS,1,1,1,2,2013,2014,1,No,0,-0.49,0.0,0.49,12,0,-12,30,0,-30,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/morsm001>morsm001</a>,Michael Morse,Miami Marlins,MARLNS,1,3,3,6,2015,2015,0,Yes,0,-0.52,0.0,0.52,12,0,-12,7,0,-7,73.0,0.0,-73.0,9400000.0,0.0,-9400000.0
<a href=/player/morsm001>morsm001</a>,Michael Morse,Los Angeles Dodgers,DOGRS,1,2,1,3,2015,2016,1,No,0,-0.21,0.0,0.21,51,0,-51,90,0,-90,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/mortb101>mortb101</a>,Bubba Morton,Cleveland Indians,INDINS,5,9,8,17,1965,1973,8,No,0,26.02,3.2,-22.82,1968,411,-1557,6884,1010,-5874,0.0,78.0,78.0,7000.0,0.0,-7000.0
<a href=/player/mortc002>mortc002</a>,Charlie Morton,Atlanta Braves,BRAVES,1,3,1,4,2009,2011,2,No,0,-2.0,-0.61,1.39,553,250,-303,514,1005,491,4336.0,0.0,-4336.0,0.0,0.0,0.0
<a href=/player/mortc002>mortc002</a>,Charlie Morton,Pittsburgh Pirates,PIRATS,1,1,1,2,2015,2015,0,Yes,0,0.26,0.0,-0.26,8,0,-8,7,0,-7,52.0,0.0,-52.0,8000000.0,0.0,-8000000.0
<a href=/player/mortc003>mortc003</a>,Clayton Mortensen,St. Louis Cardinals,CARDS,1,3,1,4,2009,2016,7,No,0,-0.87,23.07,23.94,9,982,973,8,4121,4113,101.0,0.0,-101.0,0.0,0.0,0.0
<a href=/player/mortc003>mortc003</a>,Clayton Mortensen,Oakland Athletics,ATLTCS,2,2,2,4,2011,2012,1,No,0,0.27,-0.16,-0.43,31,39,8,15,139,124,175.0,0.0,-175.0,0.0,0.0,0.0
<a href=/player/mortc003>mortc003</a>,Clayton Mortensen,Colorado Rockies,ROCKS,2,3,2,5,2012,2015,3,No,0,4.38,-1.84,-6.22,246,237,-9,830,752,-78,217.0,0.0,-217.0,6000000.0,0.0,-6000000.0
<a href=/player/mortc003>mortc003</a>,Clayton Mortensen,Boston Red Sox,RSOX,1,1,1,2,2013,2013,0,No,0,0.0,0.39,0.39,0,13,13,0,9,9,0.0,0.0,0.0,504500.0,0.0,-504500.0
<a href=/player/mortc102>mortc102</a>,Carl Morton,Montreal Expos,NATEX,4,5,4,9,1973,1978,5,No,0,34.93,-0.01,-34.94,2168,359,-1809,7237,726,-6511,3495.0,675.0,-2820.0,40000.0,0.0,-40000.0
<a href=/player/mortc102>mortc102</a>,Carl Morton,Atlanta Braves,BRAVES,3,8,3,11,1976,1983,7,No,0,3.71,6.12,2.41,495,566,71,1015,2078,1063,923.0,87.0,-836.0,33500.0,0.0,-33500.0
<a href=/player/moryw101>moryw101</a>,Walt Moryn,Brooklyn Dodgers,DOGRS,2,4,4,8,1955,1961,6,No,0,18.38,2.09,-16.29,1649,196,-1453,2986,562,-2424,2426.0,26.0,-2400.0,0.0,0.0,0.0
<a href=/player/moryw101>moryw101</a>,Walt Moryn,Chicago Cubs,CUBS,2,2,2,4,1960,1964,4,No,0,-0.33,-0.8,-0.47,92,83,-9,254,131,-123,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/moscg001>moscg001</a>,Guillermo Moscoso (Corredor),Detroit Tigers,TIGRS,1,2,1,3,2008,2010,2,No,0,0.07,0.88,0.81,11,224,213,0,776,776,44.0,0.0,-44.0,0.0,0.0,0.0
<a href=/player/moscg001>moscg001</a>,Guillermo Moscoso (Corredor),Texas Rangers,RNGRS,2,2,2,4,2011,2013,2,No,0,1.84,-0.3,-2.14,24,10,-14,3,19,16,384.0,0.0,-384.0,0.0,0.0,0.0
<a href=/player/moscg001>moscg001</a>,Guillermo Moscoso (Corredor),Oakland Athletics,ATLTCS,2,3,2,5,2012,2014,2,No,0,3.45,4.02,0.57,352,317,-35,551,851,300,434.0,217.0,-217.0,3675000.0,0.0,-3675000.0
<a href=/player/mosea101>mosea101</a>,Arnie Moser,Brooklyn Dodgers,DOGRS,1,3,1,4,1941,1946,5,No,0,0.0,0.04,0.04,0,2,2,0,5,5,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/mosed001>mosed001</a>,Dustin Moseley,Cincinnati Reds,REDS,1,1,1,2,2004,2005,1,No,0,0.56,-0.5,-1.06,69,60,-9,0,61,61,504.0,514.0,10.0,0.0,0.0,0.0
<a href=/player/mosej101>mosej101</a>,Jerry Moses,Boston Red Sox,RSOX,6,13,11,24,1970,1987,17,No,0,23.72,33.07,9.35,1247,1904,657,3411,5540,2129,3997.0,6601.0,2604.0,192500.0,0.0,-192500.0
<a href=/player/mosej101>mosej101</a>,Jerry Moses,California Angels,ANGELS,2,3,5,8,1971,1974,3,No,0,-0.38,1.97,2.35,378,289,-89,1313,1028,-285,0.0,88.0,88.0,15000.0,0.0,-15000.0
<a href=/player/mosej101>mosej101</a>,Jerry Moses,Cleveland Indians,INDINS,6,9,10,19,1972,1984,12,No,0,43.46,8.37,-35.09,2118,2287,169,7743,7713,-30,0.0,317.0,317.0,82750.0,0.0,-82750.0
<a href=/player/mosej101>mosej101</a>,Jerry Moses,New York Yankees,YANKS,2,2,4,6,1974,1976,2,No,0,0.35,-1.55,-1.9,212,143,-69,273,290,17,578.0,23.0,-555.0,0.0,0.0,0.0
<a href=/player/mosew101>mosew101</a>,Wally Moses,Philadelphia Athletics,ATLTCS,1,1,1,2,1939,1946,7,No,0,0.0,4.33,4.33,0,275,275,0,1183,1183,0.0,0.0,0.0,12500.0,0.0,-12500.0
<a href=/player/mosew101>mosew101</a>,Wally Moses,Philadelphia Athletics,ATLTCS,1,1,2,3,1941,1942,1,No,0,12.57,0.52,-12.05,628,116,-512,2724,494,-2230,0.0,0.0,0.0,12500.0,0.0,-12500.0
<a href=/player/moskp101>moskp101</a>,Paul Moskau,Cincinnati Reds,REDS,2,2,2,4,1982,1983,1,No,0,0.75,0.87,0.12,59,145,86,149,292,143,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/mosoj101>mosoj101</a>,Jim Mosolf,KansasCity,KansasCity,1,1,1,2,1933,1933,0,No,0,0.17,0.0,-0.17,31,0,-31,92,0,-92,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/mossb001>mossb001</a>,Brandon Moss,Boston Red Sox,RSOX,4,7,6,13,2008,2020,12,Yes,2,-3.37,12.23,15.6,269,548,279,630,858,228,190.0,1387.0,1197.0,24042923.0,0.0,-24042923.0
<a href=/player/mossb001>mossb001</a>,Brandon Moss,Oakland Athletics,ATLTCS,3,5,5,10,2014,2021,7,Yes,0,9.97,0.89,-9.08,598,227,-371,2214,794,-1420,0.0,0.0,0.0,4635000.0,0.0,-4635000.0
<a href=/player/mossb001>mossb001</a>,Brandon Moss,Cleveland Indians,INDINS,1,1,1,2,2015,2019,4,No,0,0.63,0.0,-0.63,179,0,-179,615,0,-615,0.0,0.0,0.0,6500000.0,0.0,-6500000.0
<a href=/player/mossb001>mossb001</a>,Brandon Moss,Kansas City Royals,ROYALS,1,3,2,5,2018,2021,3,No,0,1.28,0.62,-0.66,124,62,-62,0,5,5,254.0,390.0,136.0,0.0,0.0,0.0
<a href=/player/mossd001>mossd001</a>,Damian Moss,Atlanta Braves,BRAVES,1,2,1,3,2002,2004,2,No,0,0.14,4.84,4.7,172,133,-39,38,153,115,546.0,1251.0,705.0,215000.0,0.0,-215000.0
<a href=/player/mossd001>mossd001</a>,Damian Moss,San Francisco Giants,GIANTS,1,3,1,4,2003,2003,0,No,0,-1.54,0.88,2.42,20,20,0,0,25,25,251.0,204.0,-47.0,1852000.0,0.0,-1852000.0
<a href=/player/mossd101>mossd101</a>,Don Mossi,Cleveland Indians,INDINS,4,8,7,15,1958,1965,7,No,0,18.0,1.46,-16.54,1595,479,-1116,4009,1716,-2293,3556.0,132.0,-3424.0,7500.0,0.0,-7500.0
<a href=/player/mossl101>mossl101</a>,Les Moss,St.Louis Browns,ORLS,29,60,62,122,1951,1994,43,No,3,98.07,178.27,80.2,6268,10965,4697,13242,31714,18472,21763.0,19811.0,-1952.0,984333.0,0.0,-984333.0
<a href=/player/mossl101>mossl101</a>,Les Moss,Boston Red Sox,RSOX,2,3,3,6,1951,1954,3,No,0,0.76,-1.3,-2.06,327,78,-249,1005,178,-827,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/mossl101>mossl101</a>,Les Moss,Baltimore Orioles,ORLS,1,1,1,2,1955,1956,1,No,0,1.01,1.53,0.52,132,96,-36,354,11,-343,0.0,256.0,256.0,0.0,0.0,0.0
<a href=/player/mossm101>mossm101</a>,Mal Moss,Chicago Cubs,CUBS,1,2,1,3,1930,1931,1,No,0,0.0,0.38,0.38,0,39,39,0,178,178,0.0,0.0,0.0,10500.0,0.0,-10500.0
<a href=/player/motad001>motad001</a>,Danny Mota,New York Yankees,YANKS,1,5,1,6,1998,2001,3,No,0,22.8,7.48,-15.32,1163,539,-624,4014,2478,-1536,2978.0,0.0,-2978.0,0.0,0.0,0.0
<a href=/player/motag001>motag001</a>,Guillermo Mota,Montreal Expos,NATEX,4,7,10,17,2002,2004,2,No,0,14.79,-4.81,-19.6,572,445,-127,87,268,181,2398.0,643.0,-1755.0,370000.0,0.0,-370000.0
<a href=/player/motag001>motag001</a>,Guillermo Mota,Los Angeles Dodgers,DOGRS,2,6,5,11,2004,2008,4,No,0,2.71,12.71,10.0,623,499,-124,1632,1049,-583,321.0,2036.0,1715.0,9106667.0,0.0,-9106667.0
<a href=/player/motag001>motag001</a>,Guillermo Mota,Florida Marlins,MARLNS,7,14,19,33,2005,2019,14,Yes,0,61.63,50.29,-11.34,1841,2297,456,4569,6863,2294,8636.0,5082.0,-3554.0,29867000.0,0.0,-29867000.0
<a href=/player/motag001>motag001</a>,Guillermo Mota,Boston Red Sox,RSOX,6,12,8,20,2006,2011,5,No,0,15.42,8.9,-6.52,1619,794,-825,3010,1778,-1232,1235.0,750.0,-485.0,8391733.0,0.0,-8391733.0
<a href=/player/motag001>motag001</a>,Guillermo Mota,New York Mets,METS,1,1,1,2,2007,2007,0,No,0,0.21,0.0,-0.21,115,0,-115,0,0,0,171.0,0.0,-171.0,1800000.0,0.0,-1800000.0
<a href=/player/motaj001>motaj001</a>,Jose Mota,Chicago White Sox,WSOX,2,6,5,11,1985,1991,6,No,0,14.64,2.56,-12.08,1223,446,-777,4038,1366,-2672,817.0,277.0,-540.0,640000.0,0.0,-640000.0
<a href=/player/motaj001>motaj001</a>,Jose Mota,Texas Rangers,RNGRS,1,1,1,2,1987,1988,1,No,0,0.0,-0.44,-0.44,0,13,13,0,25,25,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/motaj001>motaj001</a>,Jose Mota,Oakland Athletics,ATLTCS,1,1,1,2,1989,1989,0,No,0,-0.39,0.0,0.39,17,0,-17,41,0,-41,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/motam101>motam101</a>,Manny Mota,San Francisco Giants,GIANTS,1,2,1,3,1962,1964,2,No,0,0.0,-0.41,-0.41,0,54,54,0,153,153,0.0,0.0,0.0,0.0,0.0,0.0
